State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Ownership_Owned_Households,Ownership_Rented_Households,Households_with_Computer,Households_with_Car_Jeep_Van,Households_with_Television,sex_ratio,litracy_rate
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,69591,334246,67752,1611126,146346,2464,708,2887,5671,280646,6907,19712,6644,79090,87.0,59.4654208556873
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,113098,265643,85483,1457892,113961,1362,1045,1733,3917,261034,10690,21506,7736,84543,87.0,67.13846795759288
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,127754,510378,79288,2094271,365806,3225,1912,737,358,403711,10253,28625,15426,99531,96.0,58.71725409510983
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,88081,316647,94843,1596278,276846,3137,3160,3161,487,294748,9374,18733,6765,87314,87.0,57.96067693469779
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,75263,558807,77733,2274674,350700,2201,402,172,199,460648,8349,33501,16758,97968,90.0,57.437119525603244
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,196080,349747,185621,2140745,314812,3370,1804,3395,19077,379586,28917,31797,10940,169583,88.0,60.91717250644075
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,257586,170835,338935,1394025,215500,7366,9261,895,4518,219857,87751,87188,78631,232925,85.0,68.13523328165813
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,695130,355407,836316,3414427,1186776,19026,23001,3487,16412,672322,140034,179552,119441,592753,88.0,66.71296093573946
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,105767,700173,61467,3233790,368153,4181,810,3145,213,514080,5915,50180,21169,139187,95.0,60.70127957377741
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,104084,673578,52794,2739076,678615,4735,1893,649,338,521253,9886,31811,13053,78099,92.0,48.92351858037421
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,296619,761958,189170,4009037,403847,9662,2123,2848,460,666811,22177,65360,30258,255280,95.0,60.805941144746726
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,104120,196116,15232,449412,3711,243,591,95,293,99538,4452,7525,6665,86324,110.0,78.74146817718045
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,55929,256081,55300,1010014,91269,814,196,74,41,202503,4809,11037,3791,48564,86.0,59.16036168199332
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,95508,786613,121064,3508131,556219,5822,5688,6671,446,697057,7613,32065,12396,132969,87.0,54.28011566526463
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,104176,304856,91565,1509708,171581,1148,463,2875,256,276057,9057,18615,7009,90428,87.0,63.622043889432625
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,181467,926088,80582,3981502,483750,4947,1286,7898,349,653913,8271,52398,22876,211780,102.0,60.782220833767234
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,183340,309592,195321,1823930,147842,7050,4951,1203,7328,326556,25466,40774,18860,163900,89.0,65.27124196251081
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,89329,335888,115486,1075440,750368,5952,5295,189,517,300111,10385,18303,7361,101804,91.0,53.42347468048675
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,61491,299785,65985,1375788,273967,1263,504,2033,606,268151,6646,18082,6011,64187,88.0,61.3954591770211
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,49753,363933,41323,1612968,176327,1300,478,819,155,320512,6125,25354,12752,65556,86.0,65.15162143744739
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,43753,349856,30764,1372381,220423,2225,522,687,545,271140,3175,15029,4403,52946,91.0,50.851840089622634
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,127331,742324,42775,2928462,620244,5006,767,4619,383,549999,5421,35931,12849,103014,96.0,54.84067527291009
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,77082,258013,43819,1163804,33724,1351,1034,69,20390,209129,6708,9906,5511,53524,91.0,52.48814661523651
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,582769,344155,717566,3537787,985070,20493,23883,3877,4975,688062,107236,152257,90205,506413,92.0,68.13443088841044
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,42936,198298,48525,815142,57454,965,389,94,234,157367,4536,11298,5755,35422,88.0,55.72253464207188
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,79022,338475,72783,1746649,100723,1729,475,8814,4161,301040,7547,24451,7361,76780,88.0,64.42955929503904
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,281239,407488,177802,2310776,216933,3179,2872,883,2056,385642,19001,37596,16580,221574,86.0,59.19266138606398
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,149908,352207,99321,1769937,428555,2109,340,564,155,313109,5380,26716,7411,82073,98.0,61.788928941852284
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,425624,381520,422303,2183255,1185643,10582,24912,1855,18544,510035,47594,69473,42392,354359,89.0,62.18587102377712
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,145997,465152,77963,2292534,195765,2373,1133,341,701,381372,6470,24518,10205,136132,90.0,57.216666599919094
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,281758,692398,355518,2488265,2248392,13157,7555,1260,2426,737631,39319,61846,19316,283005,91.0,47.44017505426439
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,368153,673746,296104,2382914,1711453,6495,18601,1516,16345,645420,27173,56149,32866,331760,89.0,58.34034027173084
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,83006,371752,89638,1449007,489686,3510,84787,360,138,349881,7346,18097,7560,106945,89.0,52.24477315932441
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,71612,209813,24269,827293,25597,358,72,32,14077,171300,5499,5961,2803,37216,98.0,46.26559028770015
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,140538,711085,41701,2731351,452394,3920,1451,7795,746,523892,6378,34400,15781,135185,100.0,60.18928429757371
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,247856,705025,73393,2975998,413243,3634,2424,722,397,597191,12244,34788,13483,130197,94.0,57.72453215463306
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,131112,396775,143217,1073890,1181337,9201,65316,384,1307,373771,14956,25960,14386,134249,91.0,44.68094488485623
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,404499,605082,284156,1966892,1454052,6523,18627,1937,10208,555491,26897,38816,21310,294410,89.0,59.92149739988264
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,79525,324972,27179,1300586,404410,1766,447,4393,95,253488,2887,19729,6778,49191,97.0,55.67621647369406
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,115163,520289,134714,2412595,527581,4630,51090,2312,301,497520,14789,27533,9927,135885,87.0,49.589594410581206
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,102040,827583,111319,3555450,893725,6579,11611,2663,1410,776437,11939,34609,11679,123246,89.0,50.93080005495103
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,95582,337048,91040,1738769,103567,3963,1649,1747,487,288821,19116,25220,10279,80712,92.0,52.92224300008751
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,233701,839737,49891,3119590,650261,4453,1629,9989,426,612902,9494,44008,18382,135697,98.0,58.9895439092343
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,99466,596317,121039,2732016,363453,3574,1204,920,240,548851,14029,28719,10191,134235,91.0,57.05838467594078
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,336056,438935,316129,3107681,546987,7696,3309,1146,1898,500257,33976,57583,24216,309911,91.0,65.37957447711229
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,109876,260056,21082,611250,7752,1895,256,201,31,123666,12840,9858,3396,70237,114.0,70.11932415109253
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,47083,96031,3880,257509,1440,397,46,102,7,53896,3013,3595,1149,25873,109.0,69.0590154599112
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,71524,163434,22906,385818,4395,428,323,190,11,72625,11202,5582,2516,46579,102.0,71.6425990475096
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,37725,85202,12839,249563,8693,870,336,24,28,44945,5095,3159,1387,22588,98.0,68.44882302193739
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,95421,183687,26256,475105,6015,1401,260,185,13,94192,14522,7932,3008,58954,102.0,71.47747699296086
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,117239,227059,27177,609835,7374,656,290,32,91,114292,13655,7831,4324,68294,108.0,65.91914122898999
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,254802,269406,145253,1104452,372267,6064,162768,505,738,255817,30144,28053,16841,192243,92.0,62.94121785284996
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,52621,112148,9061,324859,3554,353,167,563,74,55125,8431,4104,1637,29400,96.0,65.17271256581618
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,334670,900515,90885,3033581,290450,3865,386,260,2904,736418,10490,34128,7898,177819,96.0,62.08491511880143
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,1049943,1364868,862368,6008472,1599764,21220,16675,1602,1674,1485095,136517,141387,46714,747286,95.0,67.99047834141425
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,333752,831044,134565,2181515,1298054,10906,582,258,1152,764002,14309,39636,7305,191514,96.0,61.62758493880204
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,168069,390949,70077,1232850,412788,24794,276,148,323,381199,7064,24318,6211,103980,96.0,64.64836339600399
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,297176,303284,215675,1366681,105086,141848,2032,209240,1840,305878,48498,38065,15192,222987,97.0,71.23503443481049
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,796953,483384,869313,3535844,1270641,8666,4380,1258,9699,861570,140302,99261,22295,539312,94.0,74.33369986035136
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,31725,965258,992085,647953,4574569,870204,7300,2662,1730,2160,1121201,111963,118459,24013,628340,96.0,73.89528631699294
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,9322,382500,798378,319426,3156781,445817,186279,2994,50676,1461,693346,77231,48818,16431,268908,95.0,64.5205102397565
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,136618,927602,0,1308106,3440290,926414,39758,13849,4771,21178,540172,385117,252644,85605,816141,91.0,79.79500050481532
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,5357,297716,830318,128678,1914352,2045151,13209,747,359,639,810212,12496,63525,9639,142659,94.0,52.30667022659442
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,7951,541169,1501066,350899,2359061,4707573,18102,766,348,3037,1481222,21489,79729,14050,296566,96.0,57.09380899565543
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,12787,623729,1081381,468390,3728482,1382682,33835,849,514,281,1162914,31984,77210,18658,384314,95.0,67.35341357690223
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,3551,189889,653219,99433,2373120,227249,8646,622,209,3052,546915,13996,32862,6602,104489,96.0,55.455331957960695
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,2883,199307,683981,94269,1482943,1501170,16702,477,432,1324,573488,10356,31210,8150,105431,94.0,49.53776585945289
